zip_code,access_score,quality_score,insurance_score,healthcare_score
06390,0.0,36.37387387296452,91.8,32.90954954918581
10001,0.0,36.37387387296452,90.7,32.68954954918581
10002,0.0,36.37387387296452,81.0,30.749549549185808
10003,22.210994539877007,49.99999999875,92.0,47.2843978154508
10004,0.0,36.37387387296452,94.0,33.34954954918581
10005,0.0,36.37387387296452,93.2,33.18954954918581
10006,0.0,36.37387387296452,93.6,33.26954954918581
10007,0.0,36.37387387296452,90.8,32.70954954918581
10009,0.0,36.37387387296452,86.9,31.929549549185815
10010,0.0,36.37387387296452,92.1,32.96954954918581
10011,0.0,36.37387387296452,92.6,33.06954954918581
10012,0.0,36.37387387296452,92.0,32.94954954918581
10013,0.0,36.37387387296452,90.1,32.56954954918581
10014,0.0,36.37387387296452,93.9,33.32954954918581
10016,22.593915433447165,62.4999999984375,93.0,52.63756617275387
10017,0.0,36.37387387296452,93.4,33.22954954918581
10018,0.0,36.37387387296452,90.9,32.72954954918581
10019,17.595872325886,49.99999999875,91.5,45.338348929854405
10021,17.416323382171083,99.9999999975,93.9,65.74652935186845
10022,0.0,36.37387387296452,94.0,33.34954954918581
10023,0.0,36.37387387296452,93.4,33.22954954918581
10024,0.0,36.37387387296452,93.3,33.20954954918581
10025,0.0,36.37387387296452,89.5,32.44954954918581
10026,0.0,36.37387387296452,84.6,31.469549549185807
10027,0.0,36.37387387296452,85.0,31.549549549185812
10028,0.0,36.37387387296452,94.1,33.36954954918581
10029,18.851156527869446,24.999999999375,77.7,33.08046261089778
10030,0.0,36.37387387296452,82.5,31.049549549185812
10031,0.0,36.37387387296452,78.2,30.189549549185813
10032,0.0,36.37387387296452,75.9,29.729549549185812
10033,0.0,36.37387387296452,77.5,30.049549549185812
10034,0.0,36.37387387296452,76.4,29.829549549185813
10035,0.0,36.37387387296452,74.7,29.48954954918581
10036,0.0,36.37387387296452,90.8,32.70954954918581
10037,27.894862426078397,0.0,84.5,28.05794497043136
10038,0.0,36.37387387296452,88.3,32.20954954918581
10039,0.0,36.37387387296452,80.6,30.66954954918581
10040,0.0,36.37387387296452,76.6,29.869549549185813
10044,0.0,36.37387387296452,90.9,32.72954954918581
10065,20.620860097492184,99.9999999975,94.1,67.06834403799688
10069,0.0,36.37387387296452,93.0,33.149549549185814
10075,23.01511411370922,74.999999998125,94.0,58.00604564473369
10119,0.0,36.37387387296452,91.4,32.82954954918581
10128,0.0,36.37387387296452,93.1,33.16954954918581
10162,0.0,36.37387387296452,94.2,33.38954954918581
10280,0.0,36.37387387296452,94.0,33.34954954918581
10282,0.0,36.37387387296452,93.3,33.20954954918581
10301,0.0,36.37387387296452,85.4,31.62954954918581
10302,0.0,36.37387387296452,80.9,30.729549549185812
10303,0.0,36.37387387296452,80.7,30.689549549185813
10304,0.0,36.37387387296452,83.5,31.249549549185808
10305,17.868041479046077,0.0,86.9,24.527216591618433
10306,0.0,36.37387387296452,88.7,32.289549549185814
10307,0.0,36.37387387296452,90.3,32.60954954918581
10308,0.0,36.37387387296452,90.7,32.68954954918581
10309,0.0,36.37387387296452,90.0,32.54954954918581
10310,23.543574425763996,0.0,84.2,26.2574297703056
10312,0.0,36.37387387296452,90.4,32.62954954918581
10314,0.0,36.37387387296452,88.7,32.289549549185814
10451,16.945301464508784,0.0,74.5,21.678120585803512
10452,0.0,36.37387387296452,72.1,28.96954954918581
10453,0.0,36.37387387296452,72.1,28.96954954918581
10454,0.0,36.37387387296452,68.5,28.24954954918581
10455,0.0,36.37387387296452,69.7,28.48954954918581
10456,11.226092050788358,0.0,73.3,19.150436820315342
10457,12.909434705389378,0.0,71.7,19.503773882155755
10458,0.0,36.37387387296452,73.6,29.26954954918581
10459,0.0,36.37387387296452,71.6,28.869549549185813
10460,0.0,36.37387387296452,71.9,28.929549549185815
10461,15.96165659964287,0.0,83.2,23.024662639857148
10462,0.0,36.37387387296452,81.2,30.789549549185814
10463,0.0,36.37387387296452,82.2,30.98954954918581
10464,0.0,36.37387387296452,90.7,32.68954954918581
10465,0.0,36.37387387296452,84.6,31.469549549185807
10466,0.0,36.37387387296452,83.1,31.16954954918581
10467,10.351728065868157,24.999999999375,78.2,29.780691226097264
10468,0.0,36.37387387296452,72.8,29.10954954918581
10469,0.0,36.37387387296452,83.8,31.30954954918581
10470,0.0,36.37387387296452,85.9,31.729549549185812
10471,0.0,36.37387387296452,89.9,32.52954954918581
10472,0.0,36.37387387296452,72.5,29.049549549185812
10473,0.0,36.37387387296452,77.4,30.029549549185813
10474,0.0,36.37387387296452,70.1,28.56954954918581
10475,0.0,36.37387387296452,84.9,31.52954954918581
10501,0.0,36.37387387296452,92.7,33.08954954918581
10502,0.0,36.37387387296452,93.5,33.24954954918581
10503,0.0,36.37387387296452,94.8,33.50954954918581
10504,0.0,36.37387387296452,94.7,33.48954954918581
10505,0.0,36.37387387296452,92.4,33.02954954918581
10506,0.0,36.37387387296452,94.0,33.34954954918581
10507,0.0,36.37387387296452,87.0,31.94954954918581
10509,0.0,36.37387387296452,88.9,32.32954954918581
10510,0.0,36.37387387296452,93.5,33.24954954918581
10511,0.0,36.37387387296452,89.0,32.34954954918581
10512,23.25365250952139,49.99999999875,90.0,47.30146100330856
10514,0.0,36.37387387296452,94.6,33.46954954918581
10516,0.0,36.37387387296452,92.8,33.10954954918581
10517,0.0,36.37387387296452,89.4,32.429549549185815
10518,0.0,36.37387387296452,94.4,33.429549549185815
10519,0.0,36.37387387296452,91.7,32.88954954918581
10520,0.0,36.37387387296452,91.8,32.90954954918581
10522,0.0,36.37387387296452,92.3,33.00954954918581
10523,0.0,36.37387387296452,85.6,31.66954954918581
10524,0.0,36.37387387296452,91.8,32.90954954918581
10526,0.0,36.37387387296452,92.6,33.06954954918581
10527,0.0,36.37387387296452,92.9,33.12954954918581
10528,0.0,36.37387387296452,91.1,32.76954954918581
10530,0.0,36.37387387296452,92.7,33.08954954918581
10532,0.0,36.37387387296452,90.6,32.66954954918581
10533,0.0,36.37387387296452,93.5,33.24954954918581
10535,0.0,36.37387387296452,91.2,32.789549549185814
10536,0.0,36.37387387296452,93.3,33.20954954918581
10537,0.0,36.37387387296452,90.4,32.62954954918581
10538,0.0,36.37387387296452,94.1,33.36954954918581
10541,0.0,36.37387387296452,90.7,32.68954954918581
10543,0.0,36.37387387296452,88.2,32.18954954918581
10545,0.0,36.37387387296452,93.5,33.24954954918581
10546,0.0,36.37387387296452,94.0,33.34954954918581
10547,0.0,36.37387387296452,89.8,32.50954954918581
10548,0.0,36.37387387296452,90.8,32.70954954918581
10549,28.465701151001426,99.9999999975,87.0,68.78628045940057
10550,19.09366337266336,36.37387387296452,82.9,38.76701489825116
10552,0.0,36.37387387296452,88.4,32.22954954918581
10553,0.0,36.37387387296452,85.8,31.70954954918581
10560,0.0,36.37387387296452,92.5,33.04954954918581
10562,0.0,36.37387387296452,83.4,31.229549549185812
10566,0.0,36.37387387296452,81.8,30.90954954918581
10567,26.234181838241767,49.99999999875,90.9,48.67367273479671
10570,0.0,36.37387387296452,92.5,33.04954954918581
10573,0.0,36.37387387296452,79.8,30.509549549185813
10576,0.0,36.37387387296452,94.4,33.429549549185815
10577,0.0,36.37387387296452,90.2,32.58954954918581
10578,0.0,36.37387387296452,92.0,32.94954954918581
10579,0.0,36.37387387296452,91.3,32.80954954918581
10580,0.0,36.37387387296452,93.7,33.289549549185814
10583,0.0,36.37387387296452,94.1,33.36954954918581
10588,0.0,36.37387387296452,90.5,32.649549549185814
10589,0.0,36.37387387296452,93.6,33.26954954918581
10590,0.0,36.37387387296452,94.0,33.34954954918581
10591,24.749377287308526,49.99999999875,85.9,47.079750914423414
10594,0.0,36.37387387296452,91.8,32.90954954918581
10595,37.71887599770839,0.0,87.1,32.50755039908336
10596,0.0,36.37387387296452,90.1,32.56954954918581
10597,0.0,36.37387387296452,94.6,33.46954954918581
10598,0.0,36.37387387296452,92.2,32.98954954918581
10601,33.348203680989506,99.9999999975,85.9,70.51928147139581
10603,0.0,36.37387387296452,88.9,32.32954954918581
10604,0.0,36.37387387296452,88.0,32.149549549185814
10605,0.0,36.37387387296452,89.9,32.52954954918581
10606,0.0,36.37387387296452,82.2,30.98954954918581
10607,0.0,36.37387387296452,87.9,32.12954954918581
10701,20.81945907992081,12.4999999996875,78.7,29.067783631843326
10703,0.0,36.37387387296452,82.6,31.06954954918581
10704,0.0,36.37387387296452,87.5,32.04954954918581
10705,0.0,36.37387387296452,78.0,30.149549549185814
10706,0.0,36.37387387296452,93.7,33.289549549185814
10707,0.0,36.37387387296452,91.7,32.88954954918581
10708,0.0,36.37387387296452,91.9,32.929549549185815
10709,0.0,36.37387387296452,92.4,33.02954954918581
10710,0.0,36.37387387296452,88.8,32.30954954918581
10801,0.0,36.37387387296452,82.1,30.969549549185807
10803,0.0,36.37387387296452,92.4,33.02954954918581
10804,0.0,36.37387387296452,93.8,33.30954954918581
10805,0.0,36.37387387296452,84.7,31.48954954918581
10901,24.271414428935888,49.99999999875,90.0,47.70856577107436
10913,0.0,36.37387387296452,90.9,32.72954954918581
10914,0.0,36.37387387296452,90.3,32.60954954918581
10915,0.0,36.37387387296452,90.1,32.56954954918581
10916,0.0,36.37387387296452,91.0,32.74954954918581
10917,0.0,36.37387387296452,90.9,32.72954954918581
10918,0.0,36.37387387296452,89.7,32.48954954918581
10919,0.0,36.37387387296452,88.5,32.24954954918581
10920,0.0,36.37387387296452,90.7,32.68954954918581
10921,0.0,36.37387387296452,90.1,32.56954954918581
10922,0.0,36.37387387296452,90.6,32.66954954918581
10923,0.0,36.37387387296452,84.2,31.38954954918581
10924,0.0,36.37387387296452,89.3,32.40954954918581
10925,0.0,36.37387387296452,89.8,32.50954954918581
10926,0.0,36.37387387296452,88.3,32.20954954918581
10927,0.0,36.37387387296452,74.8,29.509549549185813
10928,0.0,36.37387387296452,89.6,32.46954954918581
10930,0.0,36.37387387296452,90.4,32.62954954918581
10931,0.0,36.37387387296452,86.2,31.789549549185814
10932,0.0,36.37387387296452,90.6,32.66954954918581
10933,0.0,36.37387387296452,90.4,32.62954954918581
10940,16.373831042510968,49.99999999875,84.2,43.389532416504395
10941,0.0,36.37387387296452,87.2,31.98954954918581
10950,0.0,36.37387387296452,86.6,31.869549549185813
10952,0.0,36.37387387296452,85.5,31.649549549185814
10953,0.0,36.37387387296452,93.3,33.20954954918581
10954,0.0,36.37387387296452,89.0,32.34954954918581
10956,0.0,36.37387387296452,91.8,32.90954954918581
10958,0.0,36.37387387296452,90.1,32.56954954918581
10960,29.695368006396844,24.999999999375,89.8,39.83814720230874
10962,0.0,36.37387387296452,90.2,32.58954954918581
10963,0.0,36.37387387296452,84.7,31.48954954918581
10964,0.0,36.37387387296452,92.0,32.94954954918581
10965,0.0,36.37387387296452,91.0,32.74954954918581
10968,0.0,36.37387387296452,92.1,32.96954954918581
10969,0.0,36.37387387296452,91.1,32.76954954918581
10970,0.0,36.37387387296452,86.9,31.929549549185815
10973,0.0,36.37387387296452,90.2,32.58954954918581
10974,0.0,36.37387387296452,90.6,32.66954954918581
10975,0.0,36.37387387296452,92.3,33.00954954918581
10976,0.0,36.37387387296452,90.2,32.58954954918581
10977,0.0,36.37387387296452,79.8,30.509549549185813
10979,0.0,36.37387387296452,90.5,32.649549549185814
10980,0.0,36.37387387296452,89.6,32.46954954918581
10983,0.0,36.37387387296452,91.2,32.789549549185814
10984,0.0,36.37387387296452,89.7,32.48954954918581
10985,0.0,36.37387387296452,91.5,32.84954954918581
10986,0.0,36.37387387296452,90.5,32.649549549185814
10987,0.0,36.37387387296452,92.6,33.06954954918581
10988,0.0,36.37387387296452,90.8,32.70954954918581
10989,0.0,36.37387387296452,90.7,32.68954954918581
10990,25.81345760694809,99.9999999975,91.3,68.58538304177924
10992,0.0,36.37387387296452,89.9,32.52954954918581
10993,45.16220277122914,36.37387387296452,80.3,48.67443065767746
10994,0.0,36.37387387296452,92.0,32.94954954918581
10996,0.0,36.37387387296452,90.1,32.56954954918581
10998,0.0,36.37387387296452,90.6,32.66954954918581
11001,0.0,36.37387387296452,89.9,32.52954954918581
11003,0.0,36.37387387296452,85.8,31.70954954918581
11004,0.0,36.37387387296452,88.6,32.26954954918581
11005,0.0,36.37387387296452,92.0,32.94954954918581
11010,0.0,36.37387387296452,89.3,32.40954954918581
11020,0.0,36.37387387296452,91.6,32.86954954918581
11021,0.0,36.37387387296452,92.3,33.00954954918581
11023,0.0,36.37387387296452,91.7,32.88954954918581
11024,0.0,36.37387387296452,90.2,32.58954954918581
11030,27.511452102493926,74.999999998125,93.4,59.68458084024758
11040,18.110535198872114,49.99999999875,90.6,45.36421407904885
11042,0.0,36.37387387296452,92.0,32.94954954918581
11050,0.0,36.37387387296452,90.5,32.649549549185814
11096,0.0,36.37387387296452,77.1,29.96954954918581
11101,0.0,36.37387387296452,81.7,30.88954954918581
11102,0.0,36.37387387296452,84.1,31.369549549185813
11103,0.0,36.37387387296452,86.0,31.749549549185808
11104,0.0,36.37387387296452,84.8,31.509549549185813
11105,0.0,36.37387387296452,87.0,31.94954954918581
11106,0.0,36.37387387296452,84.6,31.469549549185807
11109,0.0,36.37387387296452,91.4,32.82954954918581
11201,15.842253472994837,0.0,90.7,24.476901389197934
11203,18.82735916236634,0.0,84.7,24.47094366494654
11204,0.0,36.37387387296452,83.3,31.20954954918581
11205,0.0,36.37387387296452,83.7,31.289549549185814
11206,11.685989402725147,24.999999999375,76.9,30.054395760840062
11207,0.0,36.37387387296452,77.2,29.98954954918581
11208,0.0,36.37387387296452,75.7,29.689549549185813
11209,0.0,36.37387387296452,87.9,32.12954954918581
11210,0.0,36.37387387296452,86.4,31.829549549185813
11211,0.0,36.37387387296452,83.4,31.229549549185812
11212,11.414690455286234,0.0,78.1,20.18587618211449
11213,0.0,36.37387387296452,83.0,31.149549549185814
11214,0.0,36.37387387296452,84.1,31.369549549185813
11215,0.0,36.37387387296452,90.9,32.72954954918581
11216,0.0,36.37387387296452,86.0,31.749549549185808
11217,0.0,36.37387387296452,88.5,32.24954954918581
11218,0.0,36.37387387296452,84.5,31.44954954918581
11219,10.735858114124614,0.0,79.5,20.194343245649847
11220,0.0,36.37387387296452,72.7,29.08954954918581
11221,0.0,36.37387387296452,79.4,30.429549549185815
11222,0.0,36.37387387296452,88.8,32.30954954918581
11223,0.0,36.37387387296452,84.5,31.44954954918581
11224,0.0,36.37387387296452,83.0,31.149549549185814
11225,0.0,36.37387387296452,85.4,31.62954954918581
11226,0.0,36.37387387296452,83.0,31.149549549185814
11228,0.0,36.37387387296452,86.0,31.749549549185808
11229,11.85185726503591,0.0,87.4,22.220742906014365
11230,0.0,36.37387387296452,86.3,31.80954954918581
11231,0.0,36.37387387296452,87.3,32.00954954918581
11232,0.0,36.37387387296452,74.7,29.48954954918581
11233,0.0,36.37387387296452,81.4,30.829549549185813
11234,0.0,36.37387387296452,87.5,32.04954954918581
11235,11.942490696471912,0.0,87.9,22.356996278588767
11236,0.0,36.37387387296452,85.1,31.56954954918581
11237,16.07914311179445,0.0,73.0,21.03165724471778
11238,0.0,36.37387387296452,89.1,32.36954954918581
11239,0.0,36.37387387296452,80.9,30.729549549185812
11354,0.0,36.37387387296452,81.1,30.76954954918581
11355,17.580255758919954,37.4999999990625,80.0,38.032102303192985
11356,0.0,36.37387387296452,80.0,30.549549549185812
11357,0.0,36.37387387296452,87.5,32.04954954918581
11358,0.0,36.37387387296452,85.0,31.549549549185812
11360,0.0,36.37387387296452,90.4,32.62954954918581
11361,0.0,36.37387387296452,87.6,32.06954954918581
11362,0.0,36.37387387296452,89.4,32.429549549185815
11363,0.0,36.37387387296452,90.7,32.68954954918581
11364,0.0,36.37387387296452,88.4,32.22954954918581
11365,0.0,36.37387387296452,86.3,31.80954954918581
11366,0.0,36.37387387296452,87.2,31.98954954918581
11367,0.0,36.37387387296452,85.7,31.689549549185813
11368,0.0,36.37387387296452,66.5,27.84954954918581
11369,0.0,36.37387387296452,73.0,29.149549549185814
11370,0.0,36.37387387296452,75.1,29.56954954918581
11372,0.0,36.37387387296452,76.2,29.789549549185814
11373,10.072438381085137,24.999999999375,77.7,29.568975352184054
11374,0.0,36.37387387296452,87.9,32.12954954918581
11375,0.0,36.37387387296452,90.2,32.58954954918581
11377,0.0,36.37387387296452,80.1,30.56954954918581
11378,0.0,36.37387387296452,83.6,31.26954954918581
11379,0.0,36.37387387296452,86.9,31.929549549185815
11385,0.0,36.37387387296452,80.9,30.729549549185812
11411,0.0,36.37387387296452,87.2,31.98954954918581
11412,0.0,36.37387387296452,84.7,31.48954954918581
11413,0.0,36.37387387296452,85.5,31.649549549185814
11414,0.0,36.37387387296452,86.1,31.76954954918581
11415,0.0,36.37387387296452,87.0,31.94954954918581
11416,0.0,36.37387387296452,77.5,30.049549549185812
11417,0.0,36.37387387296452,80.4,30.62954954918581
11418,19.3524111692571,0.0,78.7,23.48096446770284
11419,0.0,36.37387387296452,80.2,30.58954954918581
11420,0.0,36.37387387296452,80.6,30.66954954918581
11421,0.0,36.37387387296452,77.0,29.94954954918581
11422,0.0,36.37387387296452,85.1,31.56954954918581
11423,0.0,36.37387387296452,83.7,31.289549549185814
11426,0.0,36.37387387296452,86.8,31.90954954918581
11427,0.0,36.37387387296452,84.7,31.48954954918581
11428,0.0,36.37387387296452,82.4,31.02954954918581
11429,0.0,36.37387387296452,83.6,31.26954954918581
11430,0.0,36.37387387296452,76.9,29.929549549185815
11432,14.215113515290822,0.0,82.0,22.08604540611633
11433,0.0,36.37387387296452,79.6,30.46954954918581
11434,0.0,36.37387387296452,84.1,31.369549549185813
11435,0.0,36.37387387296452,79.5,30.44954954918581
11436,0.0,36.37387387296452,82.1,30.969549549185807
11501,0.0,36.37387387296452,88.9,32.32954954918581
11507,0.0,36.37387387296452,91.8,32.90954954918581
11509,0.0,36.37387387296452,92.9,33.12954954918581
11510,0.0,36.37387387296452,88.6,32.26954954918581
11514,0.0,36.37387387296452,87.9,32.12954954918581
11516,0.0,36.37387387296452,90.6,32.66954954918581
11518,0.0,36.37387387296452,90.7,32.68954954918581
11520,0.0,36.37387387296452,80.6,30.66954954918581
11530,0.0,36.37387387296452,93.4,33.22954954918581
11542,22.366775406270925,99.9999999975,84.7,65.88671016150838
11545,0.0,36.37387387296452,92.7,33.08954954918581
11547,0.0,36.37387387296452,92.3,33.00954954918581
11548,0.0,36.37387387296452,90.0,32.54954954918581
11549,0.0,36.37387387296452,89.6,32.46954954918581
11550,0.0,36.37387387296452,75.9,29.729549549185812
11552,0.0,36.37387387296452,88.4,32.22954954918581
11553,0.0,36.37387387296452,79.3,30.40954954918581
11554,18.81486159041335,0.0,88.6,25.24594463616534
11557,0.0,36.37387387296452,91.4,32.82954954918581
11558,0.0,36.37387387296452,87.3,32.00954954918581
11559,0.0,36.37387387296452,90.7,32.68954954918581
11560,0.0,36.37387387296452,91.3,32.80954954918581
11561,0.0,36.37387387296452,90.1,32.56954954918581
11563,0.0,36.37387387296452,89.9,32.52954954918581
11565,0.0,36.37387387296452,91.7,32.88954954918581
11566,0.0,36.37387387296452,92.5,33.04954954918581
11568,0.0,36.37387387296452,91.1,32.76954954918581
11569,0.0,36.37387387296452,93.7,33.289549549185814
11570,0.0,36.37387387296452,91.6,32.86954954918581
11572,21.221384320330117,24.999999999375,91.0,36.68855372788205
11575,0.0,36.37387387296452,79.4,30.429549549185815
11576,32.2578141002298,99.9999999975,93.3,71.56312563909192
11577,0.0,36.37387387296452,92.4,33.02954954918581
11579,0.0,36.37387387296452,92.9,33.12954954918581
11580,0.0,36.37387387296452,87.3,32.00954954918581
11581,0.0,36.37387387296452,89.4,32.429549549185815
11590,0.0,36.37387387296452,83.3,31.20954954918581
11596,0.0,36.37387387296452,91.9,32.929549549185815
11598,0.0,36.37387387296452,92.4,33.02954954918581
11691,14.331837693095299,0.0,79.3,21.592735077238117
11692,0.0,36.37387387296452,79.6,30.46954954918581
11693,0.0,36.37387387296452,84.4,31.429549549185815
11694,0.0,36.37387387296452,87.9,32.12954954918581
11697,0.0,36.37387387296452,92.6,33.06954954918581
11701,0.0,36.37387387296452,84.5,31.44954954918581
11702,0.0,36.37387387296452,92.0,32.94954954918581
11703,0.0,36.37387387296452,89.4,32.429549549185815
11704,0.0,36.37387387296452,88.2,32.18954954918581
11705,0.0,36.37387387296452,92.2,32.98954954918581
11706,13.960898680059666,74.999999998125,82.6,52.10435947127387
11709,0.0,36.37387387296452,92.0,32.94954954918581
11710,0.0,36.37387387296452,91.6,32.86954954918581
11713,0.0,36.37387387296452,85.7,31.689549549185813
11714,24.687121901753073,24.999999999375,90.6,37.994848760451234
11715,0.0,36.37387387296452,92.4,33.02954954918581
11716,0.0,36.37387387296452,90.6,32.66954954918581
11717,0.0,36.37387387296452,74.0,29.34954954918581
11718,0.0,36.37387387296452,93.4,33.22954954918581
11719,0.0,36.37387387296452,88.4,32.22954954918581
11720,0.0,36.37387387296452,89.5,32.44954954918581
11721,0.0,36.37387387296452,93.6,33.26954954918581
11722,0.0,36.37387387296452,78.0,30.149549549185814
11724,0.0,36.37387387296452,94.1,33.36954954918581
11725,0.0,36.37387387296452,92.5,33.04954954918581
11726,0.0,36.37387387296452,81.1,30.76954954918581
11727,0.0,36.37387387296452,88.6,32.26954954918581
11729,0.0,36.37387387296452,88.7,32.289549549185814
11730,0.0,36.37387387296452,91.4,32.82954954918581
11731,0.0,36.37387387296452,91.9,32.929549549185815
11732,0.0,36.37387387296452,92.3,33.00954954918581
11733,0.0,36.37387387296452,93.1,33.16954954918581
11735,0.0,36.37387387296452,89.4,32.429549549185815
11738,0.0,36.37387387296452,89.0,32.34954954918581
11739,0.0,36.37387387296452,94.1,33.36954954918581
11740,0.0,36.37387387296452,91.9,32.929549549185815
11741,0.0,36.37387387296452,90.5,32.649549549185814
11742,0.0,36.37387387296452,89.6,32.46954954918581
11743,17.750111402656994,74.999999998125,92.2,55.54004456031281
11746,0.0,36.37387387296452,87.5,32.04954954918581
11747,0.0,36.37387387296452,92.6,33.06954954918581
11749,0.0,36.37387387296452,85.7,31.689549549185813
11751,0.0,36.37387387296452,90.4,32.62954954918581
11752,0.0,36.37387387296452,89.9,32.52954954918581
11753,0.0,36.37387387296452,93.4,33.22954954918581
11754,0.0,36.37387387296452,91.4,32.82954954918581
11755,0.0,36.37387387296452,91.0,32.74954954918581
11756,0.0,36.37387387296452,89.4,32.429549549185815
11757,0.0,36.37387387296452,88.9,32.32954954918581
11758,0.0,36.37387387296452,91.3,32.80954954918581
11762,0.0,36.37387387296452,91.6,32.86954954918581
11763,0.0,36.37387387296452,87.6,32.06954954918581
11764,0.0,36.37387387296452,92.5,33.04954954918581
11765,0.0,36.37387387296452,93.7,33.289549549185814
11766,0.0,36.37387387296452,92.0,32.94954954918581
11767,0.0,36.37387387296452,91.9,32.929549549185815
11768,0.0,36.37387387296452,93.5,33.24954954918581
11769,0.0,36.37387387296452,92.3,33.00954954918581
11770,0.0,36.37387387296452,93.3,33.20954954918581
11771,0.0,36.37387387296452,90.6,32.66954954918581
11772,17.139991497327657,0.0,86.4,24.135996598931065
11776,0.0,36.37387387296452,88.9,32.32954954918581
11777,46.023125553019824,87.49999999781251,92.6,71.92925022033293
11778,0.0,36.37387387296452,90.8,32.70954954918581
11779,0.0,36.37387387296452,89.6,32.46954954918581
11780,0.0,36.37387387296452,92.5,33.04954954918581
11782,0.0,36.37387387296452,91.9,32.929549549185815
