zip_code,lat,lng,zhvi_value
12132,42.47102,-73.63362,464567.0995565022
12134,43.26533,-74.23059,301222.5433
12136,42.43249,-73.56016,601418.4929
12137,42.85727,-74.12922,315450.9383
12138,42.73735,-73.37128,257023.6205
12139,43.52096,-74.56552,406647.9526
12140,42.689,-73.56689,362372.2359
12143,42.48525,-73.85218,283002.6029
12144,42.63106,-73.71801,307746.3989
12147,42.51365,-74.15147,355392.2313
12148,42.83361,-73.84652,538871.0619
12149,42.62011,-74.56692,232441.0256
12150,42.87613,-74.04923,275060.9345
12151,42.92553,-73.78874,418860.6653
12153,42.63606,-73.46692,333562.8488
12154,42.93713,-73.60124,340916.4949
12155,42.59229,-74.82337,176839.0502
12156,42.47764,-73.74354,402280.3909
12157,42.66742,-74.29892,275372.0697
12158,42.53927,-73.81903,355605.5627
12159,42.64328,-73.88503,562728.4951
12160,42.76325,-74.36619,268517.0055
12161,42.53369,-73.84606,464567.0995565022
12164,43.62883,-74.42717,289440.6623
12165,42.31518,-73.50756,544772.0354
12166,42.83846,-74.45644,221327.9051
12167,42.42101,-74.59011,233419.6428
12168,42.5614,-73.3751,310520.5045
12169,42.58249,-73.43559,299414.5813
12170,42.99936,-73.66234,388308.7846
12172,42.28915,-73.73895,464567.0995565022
12173,42.39042,-73.76196,373561.4848
12174,42.35314,-73.72802,464567.0995565022
12175,42.55489,-74.56161,226727.6043
12176,42.38839,-73.96787,340923.1501
12177,42.95184,-74.28459,198133.1043
12180,42.7516,-73.59997,301532.9162
12182,42.80044,-73.63519,255903.1259
12183,42.74742,-73.69259,239345.5771
12184,42.42272,-73.65387,429287.9937
12185,42.90102,-73.53507,306253.7911
12186,42.62502,-73.9737,409940.469
12187,42.62632,-74.46537,253228.6131
12188,42.8199,-73.69589,369002.7227
12189,42.73618,-73.71688,303941.3236
12190,43.47359,-74.2733,221888.8174
12192,42.40428,-73.82136,333905.7911
12193,42.51713,-74.04327,315234.8572
12194,42.53839,-74.45431,225068.2898
12195,42.47876,-73.46505,464567.0995565022
12196,42.63149,-73.61708,389454.6941
12197,42.6094,-74.72587,189397.6123
12198,42.67819,-73.63285,337779.4454
12202,42.63355,-73.763,178566.5402
12203,42.68138,-73.85099,333298.2853
12204,42.68723,-73.72869,345780.5472
12205,42.71719,-73.83006,325112.5978
12206,42.67415,-73.78196,218859.5473
12207,42.65657,-73.74749,464567.0995565022
12208,42.65293,-73.80835,319196.2702
12209,42.6382,-73.78976,261026.4334
12210,42.66399,-73.75985,267804.4777
12211,42.7083,-73.76393,470396.7731
12222,42.68637,-73.82656,464567.0995565022
12226,42.67931,-73.80987,464567.0995565022
12302,42.88188,-73.98323,319194.8387
12303,42.74938,-73.92562,307066.9496
12304,42.77375,-73.89742,248091.7505
12305,42.81219,-73.95036,284323.6298
12306,42.80686,-74.03344,283300.3813
12307,42.80507,-73.93341,165713.573
12308,42.82152,-73.92006,253137.3801
12309,42.79693,-73.86785,398558.9748
12401,41.93504,-74.05446,381080.3815
12404,41.81602,-74.23632,524702.1099
12405,42.31585,-74.0989,322990.4975
12406,42.09647,-74.56502,255954.4019
12407,42.30075,-74.35343,391854.6992
12409,42.05662,-74.16655,756200.17
12410,42.0706,-74.45212,388274.7715
12411,41.87975,-74.04094,404984.3452
12412,42.01218,-74.27698,423152.1691
12413,42.31338,-74.02628,292032.8974
12414,42.2211,-73.92356,333771.0423
12416,42.09554,-74.28592,389528.7912
12417,41.9073,-73.98943,464567.0995565022
12418,42.35863,-74.1609,305061.7871
12419,41.85948,-74.10265,485112.5222
12420,41.6743,-74.37769,459120.5677
12421,42.2512,-74.5336,338386.672
12422,42.39205,-74.20232,349152.4741
12423,42.37968,-74.11136,307142.3893
12424,42.24689,-74.14358,408913.8165
12427,42.14771,-74.11921,421088.4217
12428,41.73817,-74.44615,291855.0346
12429,41.83323,-73.961,464567.0995565022
12430,42.20306,-74.49933,367820.0063
12431,42.35877,-74.01843,352811.8342
12432,42.04702,-73.94403,464567.0995565022
12433,42.00533,-74.15526,535100.5239
12434,42.36491,-74.50793,464567.0995565022
12435,41.72715,-74.51148,375542.1449
12436,42.20447,-74.0746,349644.0287
12438,42.21251,-74.59667,464567.0995565022
12439,42.29674,-74.18789,396930.9636
12440,41.78665,-74.16338,496471.7815
12441,42.1502,-74.50625,464567.0995565022
12442,42.22275,-74.23545,373013.9629
12443,41.93388,-74.08536,429656.6687
12444,42.24942,-74.28993,520633.0388
12446,41.79063,-74.31655,403281.1141
12448,42.07955,-74.20067,633894.046
12449,41.99377,-73.99338,345299.8293
12450,42.13804,-74.22176,385609.7523
12451,42.30337,-73.94802,321511.5813
12452,42.23891,-74.34986,464567.0995565022
12453,42.0929,-73.93629,415322.3482
12454,42.2869,-74.15038,475309.8503
12455,42.14871,-74.66334,329136.698
12456,42.03308,-73.99703,259313.0282
12457,42.03997,-74.24659,612150.4787
12458,41.82273,-74.41666,276157.3254
12459,42.23976,-74.6805,464567.0995565022
12460,42.42357,-74.16676,315830.8591
12461,41.90531,-74.25246,520230.0861
12463,42.1895,-74.01573,332620.5655
12464,42.04071,-74.34452,389210.4692
12465,42.15278,-74.46725,400059.3593
12466,41.90671,-73.97826,370022.967
12468,42.29998,-74.41375,354283.5151
12469,42.44521,-74.2421,282153.6063
12470,42.26932,-74.05515,312717.7588
12471,41.83799,-74.04195,464567.0995565022
12472,41.84732,-74.07447,396167.6341
12473,42.26157,-74.02827,371736.5909
12474,42.29378,-74.58117,306907.6375
12475,42.01397,-74.01332,464567.0995565022
12477,42.08528,-74.00028,402770.9495
12480,42.13803,-74.37683,348374.0311
12481,41.97519,-74.22718,453142.9962
12482,42.26841,-73.95587,464567.0995565022
12483,41.66796,-74.44184,464567.0995565022
12484,41.87024,-74.17338,580306.3048
12485,42.20507,-74.15288,403241.7029
12486,41.83438,-74.06235,405480.0256
12487,41.86095,-73.99555,426188.6524
12489,41.75597,-74.35462,293012.1099
12490,42.12355,-73.9251,464567.0995565022
12491,41.96957,-74.13311,468698.0566
12492,42.18758,-74.33453,403577.9844
12493,41.79316,-73.97283,558897.4624
12494,41.94857,-74.30169,467663.9307
12495,42.08264,-74.24563,649276.2746
12496,42.32669,-74.27256,503073.4365
12498,42.04772,-74.11007,652953.8545
12501,41.85664,-73.55953,484500.936
12502,42.08324,-73.65409,521114.4762
12503,42.03615,-73.58139,557298.1682
12504,42.02342,-73.9094,464567.0995565022
12507,42.00735,-73.92126,464567.0995565022
12508,41.49637,-73.95351,528663.0988
12512,41.5542,-73.96471,464567.0995565022
12513,42.21661,-73.71639,456757.7204
12514,41.87137,-73.76274,577391.6466
12515,41.68008,-74.06451,449570.0833
12516,42.10722,-73.55343,450378.1647
12517,42.13392,-73.51103,458968.5881
12518,41.41847,-74.03571,520348.1548
12520,41.43362,-74.00693,530442.4011
12521,42.17071,-73.65164,476123.7825
12522,41.72693,-73.58893,404734.2609
12523,42.08627,-73.75311,401298.9848
12524,41.53092,-73.89245,460348.8427
12525,41.68115,-74.17751,533028.3557
12526,42.12236,-73.85938,539444.7104
12527,41.51931,-73.93703,464567.0995565022
12528,41.72273,-74.00477,420268.3228
12529,42.21335,-73.53802,567326.9593
12530,42.20692,-73.68413,464567.0995565022
12531,41.53689,-73.66917,511723.1732
12533,41.55925,-73.79401,567064.2817
12534,42.22434,-73.75427,428299.3553
12538,41.79246,-73.89336,397661.0138
12540,41.67073,-73.72524,555790.3953
12542,41.60772,-73.99666,454308.9707
12543,41.48602,-74.22354,314090.9985
12544,42.26129,-73.66822,464567.0995565022
12545,41.7914,-73.67251,646080.9913
12546,41.96627,-73.53313,449679.0193
12547,41.65463,-73.98322,464987.8631
12548,41.66307,-74.10157,453625.9293
12549,41.52957,-74.25843,483772.6446
12550,41.53671,-74.05196,388232.2098
12553,41.46146,-74.07311,429780.9101
12561,41.75602,-74.0958,522537.5462
12563,41.49417,-73.5891,457051.8698
12564,41.57827,-73.5862,505403.2454
12565,42.24849,-73.64584,337850.6207
12566,41.62223,-74.33256,432863.5303
12567,41.98206,-73.65211,436127.003
12569,41.7346,-73.79731,470190.4218
12570,41.62377,-73.66983,542497.1513
12571,42.00663,-73.81152,528770.2132
12572,41.92548,-73.8717,643796.7181
12574,41.91764,-73.94566,654207.7485
12575,41.48514,-74.15714,571603.233
12577,41.42048,-74.11678,539742.216
12578,41.80629,-73.79673,496685.1475
12580,41.85348,-73.87302,468787.9488
12581,41.90625,-73.69374,544862.6891
12582,41.54693,-73.72919,545944.2131
12583,42.05625,-73.88014,469100.8341
12585,41.72396,-73.7025,527436.5066
12586,41.5657,-74.17289,412422.2456
12589,41.6278,-74.15875,462591.0146
12590,41.59559,-73.88774,479099.7726
12592,41.78601,-73.5528,415804.8715
12594,41.66049,-73.56004,417086.82
12601,41.70602,-73.91119,378538.7682
12603,41.67816,-73.86744,429637.0958
12604,41.68844,-73.89448,464567.0995565022
12701,41.65125,-74.6982,265960.8113
12719,41.48431,-74.90543,383405.1773
12720,41.65794,-74.90029,304108.9837
12721,41.56741,-74.42832,421344.439
12722,41.59042,-74.3748,464567.0995565022
12723,41.77809,-75.02751,343310.7058
12724,41.85195,-74.93535,341917.0079
12725,41.95679,-74.54794,309819.0056
12726,41.69269,-74.96902,344941.7909
12729,41.49411,-74.61582,292045.8106
12732,41.56075,-74.87353,325641.1886
12733,41.73378,-74.6102,313624.7396
12734,41.7354,-74.7531,317275.7993
12736,41.85327,-75.01917,346065.0358
12737,41.50529,-74.79941,343915.78
12738,41.66009,-74.59119,464567.0995565022
12740,41.89499,-74.46616,290573.5663
12741,41.84368,-75.07816,464567.0995565022
12742,41.71796,-74.72108,297666.5102
12743,41.54065,-74.84687,410430.5474
12745,41.78503,-75.02633,464567.0995565022
12746,41.44929,-74.65582,326491.9289
12747,41.76596,-74.65934,301240.3991
12748,41.77604,-74.91845,342623.9909
12749,41.69149,-74.82768,464567.0995565022
12750,41.73595,-74.96382,464567.0995565022
12751,41.69209,-74.66119,202601.964
12752,41.68278,-74.9905,464567.0995565022
12754,41.80004,-74.73643,251377.2596
12758,41.9428,-74.74942,325118.0374
12759,41.78399,-74.65758,294845.567
12760,41.90063,-75.10559,273985.2435
12762,41.65582,-74.79462,464567.0995565022
12763,41.68221,-74.52205,269290.8863
12764,41.59639,-74.98515,356258.7714
12765,41.85265,-74.6281,278504.9055
12766,41.81408,-74.97923,340986.3943
12767,41.83504,-75.00284,464567.0995565022
12768,41.87157,-74.71507,308598.4114
12769,41.65925,-74.47071,464567.0995565022
12770,41.44681,-74.85028,312481.2665
12771,41.37394,-74.62429,312568.2018
12775,41.62266,-74.58232,389838.9953
12776,41.96486,-74.93197,290754.8828
12777,41.55172,-74.71067,387704.2933
12778,41.66174,-74.8138,464567.0995565022
12779,41.69804,-74.62703,283636.7009
12780,41.44514,-74.71989,352381.8578
12781,41.61448,-74.47208,464567.0995565022
12783,41.74026,-74.83502,328987.3063
12784,41.66907,-74.61485,464567.0995565022
12785,41.52429,-74.58051,330798.292
12786,41.64306,-74.85393,285109.0887
12787,41.7931,-74.8365,464567.0995565022
12788,41.79552,-74.58846,282900.2495
12789,41.71374,-74.57233,280994.2013
12790,41.5863,-74.51705,283129.2141
12791,41.81126,-74.88692,275893.9746
12792,41.51447,-74.95172,324871.1823
12801,43.31097,-73.64545,264072.0007
12803,43.28891,-73.63024,297539.3438
12804,43.3375,-73.68307,374982.7658
12808,43.74782,-73.75393,549606.6172
12809,43.24097,-73.4624,271595.7689
12810,43.49862,-73.95217,248644.271
12811,43.57502,-74.07508,464567.0995565022
12812,43.85731,-74.41213,316791.3473
12814,43.6004,-73.63678,709584.9573
12815,43.70161,-73.69459,406308.0321
12816,43.05085,-73.37829,252563.8728
12817,43.63697,-73.82614,362834.5141
12819,43.61144,-73.46315,239277.3347
12820,43.46022,-73.64067,1488257.34
12821,43.45866,-73.41332,243543.8582
12822,43.2407,-73.88959,264431.6038
12823,43.17945,-73.40628,306225.1081
12824,43.5279,-73.71386,713470.3156
12827,43.44917,-73.51241,270670.6489
12828,43.25534,-73.56841,266984.7508
12831,43.19533,-73.68791,458841.0431
12832,43.36813,-73.31716,210985.0495
12833,43.13866,-73.84355,438983.4123
12834,43.09706,-73.50423,291005.1019
12835,43.32496,-74.00589,293789.7495
12836,43.74994,-73.56816,563434.799
12837,43.50842,-73.26651,220662.8252
12838,43.34354,-73.40756,229365.3089
12839,43.34496,-73.55058,232638.8562
12841,43.59919,-73.5165,606201.5288
12842,43.75058,-74.2746,235055.6836
12843,43.5849,-73.97771,264495.8151
12844,43.49423,-73.64081,1424416.307
12845,43.42757,-73.70703,509980.9166
12846,43.34022,-73.80592,306618.9468
12847,43.98698,-74.59024,312886.349
12849,43.44812,-73.2985,257102.1919
12850,43.09886,-73.97941,343104.4143
12851,43.85171,-74.06211,207993.0977
12852,43.99293,-74.13598,262531.7518
12853,43.68816,-73.99804,292372.8286
12854,43.45019,-73.32767,464567.0995565022
12855,44.00121,-73.79762,172102.6796
12856,43.65531,-74.14625,319175.3928
12857,43.84033,-73.93354,224607.6977
12858,43.88899,-73.6703,464567.0995565022
12859,43.16587,-73.90569,379811.668
12860,43.72843,-73.80942,291751.0916
12861,43.74982,-73.41502,377646.0786
12862,43.67419,-73.91878,464567.0995565022
12863,43.06031,-73.93162,460472.6544
12864,43.72733,-74.3054,464567.0995565022
12865,43.21225,-73.34191,227057.8662
12866,43.07537,-73.7401,620619.4679
12870,43.83931,-73.7625,344572.2228
12871,43.09249,-73.61196,312958.8569
12872,43.8839,-73.72309,464567.0995565022
12873,43.1185,-73.30682,293907.5977
12874,43.69035,-73.54836,1001744.099
12878,43.44217,-74.0479,241099.7319
12883,43.85291,-73.50786,214904.177
12884,43.08855,-73.5921,214496.3841
12885,43.52929,-73.83161,248720.0751
12886,43.63689,-73.92654,302252.4672
12887,43.54504,-73.37471,157935.9793
12901,44.70842,-73.47465,241153.0008
12903,44.65698,-73.46306,230704.2266
12910,44.8546,-73.64593,130128.7418
12911,44.53464,-73.46687,464567.0995565022
12912,44.46233,-73.74201,195409.7345
12913,44.42627,-74.01562,239099.6982
12914,44.93289,-74.6018,116623.0521
12915,44.8535,-74.035,464567.0995565022
12916,44.83572,-74.5145,121637.8852
12917,44.92468,-74.17387,154622.2599
12918,44.68975,-73.67863,208891.885
12919,44.96793,-73.45072,192108.0168
12920,44.89332,-74.06016,155047.5188
12921,44.89188,-73.43574,239932.2373
12922,44.33381,-74.7827,464567.0995565022
12923,44.94546,-73.95802,152949.1326
12924,44.47589,-73.58751,464567.0995565022
12926,44.95223,-74.32214,136964.0275
12927,44.2005,-74.81818,253350.3674
12928,43.9539,-73.52898,206874.2789
12929,44.71971,-73.71909,154388.8893
12930,44.72349,-74.5437,112829.8501
12932,44.21222,-73.6082,244851.3828
12933,44.89118,-73.84512,464567.0995565022
12934,44.84603,-73.87659,159605.4614
12935,44.85709,-73.79461,191148.0231
12936,44.26869,-73.4029,355680.6232
12937,44.96176,-74.47807,108448.5346
12939,44.43859,-74.16541,464567.0995565022
12941,44.35147,-73.7126,324029.017
12942,44.26023,-73.79523,449734.7103
12943,44.13934,-73.82075,470667.3923
12944,44.44585,-73.51193,198031.8459
12945,44.33451,-74.23829,304053.3089
12946,44.23162,-73.98903,362809.856
12950,44.32685,-73.57675,185599.2713
12952,44.71181,-73.91362,60043.02636
12953,44.74198,-74.26347,135843.0903
12955,44.78934,-73.95855,190586.4655
12956,44.09301,-73.49628,130994.9346
12957,44.85353,-74.57706,111663.3266
12958,44.95661,-73.57419,175953.4806
12959,44.96073,-73.7014,172802.7614
12960,44.02226,-73.54123,178031.5535
12961,44.06103,-73.57972,464567.0995565022
12962,44.70642,-73.60141,255745.6996
12964,44.13224,-73.63625,464567.0995565022
12965,44.70587,-74.684,93835.10593
12966,44.79226,-74.41915,128543.966
12967,44.76864,-74.65897,116904.7566
12969,44.71102,-74.0812,148509.2217
12970,44.44949,-74.33222,308423.211
12972,44.559,-73.56516,263771.8206
12973,44.30279,-74.59187,106649.0821
12974,44.05582,-73.46931,137284.5924
12975,44.52977,-73.431,265296.3179
12976,44.50469,-74.20498,413187.9348
12977,44.29484,-74.09673,464567.0995565022
12978,44.6181,-73.79589,138225.3709
12979,44.98926,-73.37213,208592.7988
12980,44.57254,-74.50875,89656.16445
12981,44.62235,-73.84035,184166.6553
12983,44.34627,-74.14243,329117.0583
12985,44.56413,-73.73395,182968.773
12986,44.22279,-74.44056,205449.2973
12987,44.33948,-73.76386,313028.9152
12989,44.53935,-74.06439,237578.9112
12992,44.81822,-73.51582,210637.4143
12993,44.19711,-73.48097,263064.438
12996,44.36129,-73.42129,273515.7579
12997,44.3755,-73.84314,405476.3703
12998,44.0879,-73.57584,85725.54737
13020,42.81646,-76.07458,464567.0995565022
13021,42.91713,-76.5542,216188.2663
13024,42.93453,-76.57424,464567.0995565022
13026,42.75044,-76.65968,333376.2049
13027,43.16741,-76.36258,320647.9442
13028,43.29226,-75.93107,214468.624
13029,43.2236,-76.14993,323470.2422
13030,43.15962,-75.96052,246827.4555
13031,43.0448,-76.30775,298014.5503
13032,43.07793,-75.76275,214446.0046
13033,43.1852,-76.57044,215525.3703
13034,42.91366,-76.69502,286071.2759
13035,42.93828,-75.82551,388156.4631
13036,43.32268,-76.17402,243040.1437
13037,43.06046,-75.86521,258780.9847
13039,43.16678,-76.0654,330619.0183
13040,42.56033,-75.93029,166622.9657
13041,43.19079,-76.19711,299527.1892
13042,43.26565,-75.85154,232912.2356
13044,43.2977,-75.99595,235113.2926
13045,42.58692,-76.19029,197345.8937
13051,42.88339,-75.91021,464567.0995565022
13052,42.72838,-75.86957,231558.7754
13053,42.47513,-76.26471,285980.2907
13054,43.16947,-75.66923,211043.5361
13057,43.09543,-76.04014,243662.627
13060,43.02381,-76.41926,271241.4089
13061,42.86493,-75.75173,276825.8901
13062,42.48121,-76.38694,464567.0995565022
13063,42.84429,-75.98023,299058.1956
13065,42.81884,-76.81577,464567.0995565022
13066,43.03297,-76.00259,394708.0532
13068,42.49905,-76.35555,295083.1122
13069,43.33081,-76.37867,172567.4829
13071,42.67584,-76.54252,219052.9349
13072,42.76243,-75.76296,132227.2122
13073,42.58514,-76.39832,237491.6823
13074,43.31035,-76.54786,179266.2884
13076,43.35364,-76.15182,228128.8574
13077,42.71557,-76.20089,219817.9177
13078,42.96206,-76.06171,426821.2018
13080,43.08338,-76.47776,227508.2
13081,42.67364,-76.62527,320452.728
13082,43.10148,-75.95253,256934.6554
13083,43.64853,-75.98091,173095.7028
13084,42.88938,-76.11314,300794.2142
13087,42.69634,-76.16493,464567.0995565022
13088,43.10787,-76.19096,253830.006
13090,43.15162,-76.21344,290672.8543
13092,42.65145,-76.42502,233282.1981
13101,42.60211,-76.06665,172033.0018
13102,42.55276,-76.29253,464567.0995565022
13103,43.32652,-76.10507,464567.0995565022
13104,42.96378,-75.95523,445956.478
13108,42.97349,-76.33069,328975.5823
13110,42.89019,-76.28507,298468.6695
13111,43.25988,-76.61858,167197.4782
13112,43.10306,-76.41926,259389.5442
13113,43.16425,-76.53488,464567.0995565022
13114,43.46386,-76.24328,208431.9422
13115,43.3937,-76.47462,464567.0995565022
13116,43.07449,-76.00796,258779.4982
13117,43.01007,-76.70838,464567.0995565022
13118,42.75226,-76.39522,250210.7702
13119,42.97655,-76.44488,464567.0995565022
13120,42.94233,-76.1695,171551.7872
13121,43.48491,-76.30966,464567.0995565022
13122,42.83857,-75.85919,246034.9113
13123,43.22796,-75.75325,464567.0995565022
13124,42.64578,-75.81718,464567.0995565022
13126,43.43469,-76.46331,180212.2993
13131,43.41964,-76.09539,192758.4195
13132,43.26547,-76.24446,242943.7217
13134,42.96731,-75.68476,464567.0995565022
13135,43.25801,-76.31676,231487.6991
13136,42.60368,-75.84582,102749.6069
13138,42.89915,-76.01461,464567.0995565022
13140,43.05891,-76.65841,184532.5039
13141,42.76684,-76.18616,208466.8715
13142,43.55189,-76.12959,205784.1652
13143,43.23325,-76.71545,177222.0924
13144,43.57034,-75.97464,141551.3809
13145,43.65188,-76.1232,173023.1976
13146,43.09711,-76.76031,162886.0223
13147,42.77336,-76.56603,230215.2377
13148,42.9208,-76.78106,197871.2729
13152,42.89323,-76.38518,637582.2786
13153,42.9945,-76.45476,464567.0995565022
13154,43.13378,-76.76192,464567.0995565022
13155,42.65945,-75.77136,102455.6808
13156,43.33355,-76.66249,217269.9245
13157,43.20288,-75.7254,219658.7986
13158,42.71603,-75.97626,185321.1752
13159,42.80321,-76.11545,304223.861
13160,42.82613,-76.65157,243147.7314
13162,43.18833,-75.71823,199255.4716
13163,43.08194,-75.70841,464567.0995565022
13164,43.09377,-76.31626,358379.8061
13165,42.91185,-76.87601,180959.8595
13166,43.07219,-76.5568,226169.7602
13167,43.3171,-76.0571,244530.953
13202,43.04356,-76.15065,384021.4619
13203,43.061,-76.13486,184325.7058
13204,43.05204,-76.17666,142054.9117
13205,43.00474,-76.14163,146021.2299
13206,43.07354,-76.10584,190608.0226
13207,43.01221,-76.16354,173506.2302
13208,43.07878,-76.14521,160980.7053
13209,43.08581,-76.24355,224201.7197
13210,43.03186,-76.12653,262131.5422
13211,43.10333,-76.11954,178354.2213
13212,43.12839,-76.12889,230281.5968
13214,43.03865,-76.0741,304921.696
13215,42.97852,-76.22979,370316.4839
13219,43.03969,-76.22277,250717.383
13224,43.03892,-76.10264,275498.1752
13244,43.02318,-76.12329,464567.0995565022
13290,43.07132,-76.17368,464567.0995565022
13301,43.42225,-75.21546,464567.0995565022
13302,43.50261,-75.95044,162693.39
13303,43.36992,-75.46636,262441.4316
13304,43.23954,-75.1589,279870.4449
13305,43.89329,-75.43144,464567.0995565022
13308,43.24865,-75.66686,218568.8552
13309,43.47398,-75.34103,197132.9918
13310,42.89055,-75.57065,197955.4237
13312,43.70247,-75.20758,464567.0995565022
13313,42.88715,-75.26228,174041.9747
13314,42.82476,-75.31568,138695.5878
13315,42.7438,-75.1385,191640.5457
13316,43.41492,-75.73963,189825.0205
13317,42.85638,-74.58844,174990.2334
13318,42.92366,-75.25958,241050.2888
13319,43.02705,-75.26593,182848.2199
13320,42.77353,-74.74325,186619.6309
13321,43.08901,-75.37259,191113.1015
13322,42.96661,-75.20445,231547.6798
13323,43.04198,-75.38144,298777.624
13324,43.3165,-74.93325,167425.2499
13325,43.58398,-75.54091,167719.8242
13326,42.71865,-74.90374,381607.2206
13327,43.96047,-75.28474,193487.1515
13328,42.98247,-75.42836,267001.5598
13329,43.11094,-74.70017,144398.0237
13331,43.81706,-74.97284,396146.7451
13332,42.75831,-75.57452,172199.1864
13333,42.83091,-74.82207,464567.0995565022
13334,42.83445,-75.65986,215900.006
13335,42.70193,-75.24847,182363.3675
13337,42.75114,-74.9816,319108.3279
13338,43.49706,-74.97833,201856.6152
13339,42.93995,-74.66631,166425.6523
13340,43.04814,-75.11502,209541.1389
13342,42.64766,-75.18918,464567.0995565022
13343,43.75271,-75.31062,177457.062
13345,43.6889,-75.33153,220328.2567
13346,42.82093,-75.54453,307850.1602
13348,42.70202,-75.06398,229459.4074
13350,43.06352,-74.98817,156183.5545
13352,43.31122,-75.12058,464567.0995565022
13353,43.47123,-74.72732,464567.0995565022
13354,43.26612,-75.27199,265211.5673
13355,42.80971,-75.42401,235201.053
13357,42.96952,-75.08037,149491.3346
13360,43.72457,-74.73577,449940.3268
13361,42.89807,-74.86256,207957.1391
13363,43.33127,-75.50984,261533.584
13364,42.80501,-75.26105,464567.0995565022
13365,43.09804,-74.84937,158475.8509
13367,43.85563,-75.31772,198067.831
13368,43.6446,-75.33209,157684.8298
13402,42.90209,-75.50728,208154.1787
13403,43.17041,-75.27188,286301.4233
13404,43.73842,-75.48089,464567.0995565022
13406,43.14326,-74.92257,176336.2956
13407,42.9677,-74.94087,165862.9637
13408,42.92205,-75.66722,223888.161
13409,42.97602,-75.59131,195866.3773
13410,42.92908,-74.60922,145037.515
13411,42.63723,-75.30981,144825.3868
13413,43.0576,-75.27495,300380.643
13415,42.59714,-75.19729,464567.0995565022
13416,43.18768,-74.9571,213816.0982
13417,43.10002,-75.29399,225341.0157
13418,42.84519,-75.38213,464567.0995565022
13420,43.65069,-74.9619,501495.8425
13421,43.06293,-75.64654,203132.0026
13424,43.15228,-75.36291,240259.0448
13425,42.9635,-75.48675,196115.3426
13428,42.92096,-74.53311,191923.5917
13431,43.20691,-75.07608,244937.8925
